OrderNo,Barcode,TrnType,TrnPrice,TrnQty,TaxPer,TaxValue,DiscAmount,DiscPer,MRP
213,91208980362,Sale,87.5,1,4,3.37,12.5,12.5,100
214,6.4E+11,Sale,-1575,-1,4,60.58,-225,12.5,1800
214,8.9E+12,Sale,1925,1,4,74.04,275,12.5,2200
214,9.7E+11,Sale,849,1,4,32.65,0,0,849
214,91206257701,Sale,1399,1,4,53.81,0,0,1399
215,91204336163,Sale,1199,1,4,46.12,0,0,1199
216,91209034125,Sale,80.5,1,4,3.1,11.5,12.5,92
216,91208500126,Sale,80.5,1,4,3.1,11.5,12.5,92
216,8.26E+11,Sale,87.5,1,4,3.37,12.5,12.5,100
217,9.7E+11,Sale,2093,1,12.5,232.56,0,0,2093
217,8.9E+12,Sale,1312.5,1,12.5,145.83,93.75,6.67,1406.25
218,91205049635,Sale,1499,1,4,57.65,0,0,1499
218,9.7E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
219,8.9E+12,Sale,1743,1,12.5,193.67,0,0,1743
219,9.7E+11,Sale,-945,-1,12.5,105,-67.5,6.67,1012.5
220,8.9E+12,Sale,763,1,12.5,84.78,0,0,763
220,91208992013,Sale,1399,1,4,53.81,0,0,1399
221,8.9E+12,Sale,650,1,4,25,0,0,650
222,91208994239,Sale,599.5,1,4,23.06,239.5,28.55,839
223,8.9E+12,Sale,454,1,4,17.46,0,0,454
224,6.66E+11,Sale,80.5,2,4,3.1,23,12.5,92
224,8.9E+12,Sale,87.5,1,4,3.37,12.5,12.5,100
224,91208500126,Sale,1099,1,4,42.27,0,0,1099
225,9.7E+11,Sale,1000,1,4,38.46,0,0,1000
226,91204335623,Sale,1172.5,1,12.5,130.28,83.75,6.67,1256.25
226,91204335838,Sale,979,1,4,37.65,0,0,979
226,8.26E+11,Sale,1590,1,12.5,176.67,0,0,1590
227,9.7E+11,Sale,80.5,2,4,3.1,23,12.5,92
227,91208989938,Sale,70,2,4,2.69,20,12.5,80
227,91208500119,Sale,87.5,1,4,3.37,12.5,12.5,100
228,8.9E+12,Sale,87.5,1,4,3.37,12.5,12.5,100
229,91208980355,Sale,80.5,1,4,3.1,11.5,12.5,92
230,9.7E+11,Sale,105,1,4,4.04,15,12.5,120
230,8.9E+12,Sale,945,1,12.5,105,67.5,6.67,1012.5
231,8.9E+12,Sale,1000,1,4,38.46,0,0,1000
231,6.4E+11,Sale,1049,1,4,40.35,0,0,1049
232,8.9E+12,Sale,1500,1,4,57.69,0,0,1500
232,91209034125,Sale,1199,1,4,46.12,0,0,1199
233,5E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
234,8.9E+12,Sale,70,1,4,2.69,10,12.5,80
235,9.7E+11,Sale,87.5,1,4,3.37,12.5,12.5,100
235,8.9E+12,Sale,70,1,4,2.69,10,12.5,80
236,8.9E+12,Sale,87.5,1,4,3.37,12.5,12.5,100
237,8.9E+12,Sale,87.5,1,4,3.37,12.5,12.5,100
237,9.7E+11,Sale,1000,1,4,38.46,0,0,1000
238,9.7E+11,Sale,-1199,-1,4,46.12,0,0,1199
239,8.9E+12,Sale,1000,1,4,38.46,0,0,1000
240,9.7E+11,Sale,480,1,12.5,53.33,120,20,600
241,91208973449,Sale,1099,1,4,42.27,0,0,1099
242,91209034125,Sale,1000,1,4,38.46,0,0,1000
243,8.9E+12,Sale,700,1,4,26.92,0,0,700
244,91202040215,Sale,850,1,4,32.69,0,0,850
244,6.77E+11,Sale,1750,1,12.5,194.44,125,6.67,1875
244,6.66E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
244,91208500119,Sale,1799,1,4,69.19,0,0,1799
244,91208500126,Sale,80.5,2,4,3.1,23,12.5,92
245,6.85E+11,Sale,699,1,4,26.88,0,0,699
246,9.7E+11,Sale,1199,1,4,46.12,0,0,1199
247,8.9E+12,Sale,799,1,4,30.73,0,0,799
248,9.9E+11,Sale,1750,1,4,67.31,0,0,1750
248,8.9E+12,Sale,849,1,4,32.65,0,0,849
248,91209034125,Sale,979,1,4,37.65,0,0,979
248,91208989938,Sale,115.5,1,4,4.44,16.5,12.5,132
249,5E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
249,4E+11,Sale,115.5,1,4,4.44,16.5,12.5,132
249,9.7E+11,Sale,350,1,12.5,38.89,50,12.5,400
249,8.9E+12,Sale,87.5,1,4,3.37,12.5,12.5,100
249,91208994758,Sale,2030,1,12.5,225.56,145,6.67,2175
249,91208994727,Sale,1312.5,1,12.5,145.83,93.75,6.67,1406.25
249,91204475800,Sale,80.5,1,4,3.1,11.5,12.5,92
249,91205851535,Sale,-1500,-1,4,57.69,0,0,1500
249,91209070246,Sale,945,1,12.5,105,67.5,6.67,1012.5
249,91208501543,Sale,945,1,12.5,105,67.5,6.67,1012.5
249,91209034125,Sale,945,1,12.5,105,67.5,6.67,1012.5
249,91203512353,Sale,80.5,1,4,3.1,11.5,12.5,92
249,91209141007,Sale,87.5,1,4,3.37,12.5,12.5,100
249,8.21E+11,Sale,299,1,4,11.5,0,0,299
249,6.66E+11,Sale,849,1,4,32.65,0,0,849
249,91208982540,Sale,80.5,1,4,3.1,11.5,12.5,92
249,91208500126,Sale,80.5,1,4,3.1,11.5,12.5,92
249,8.26E+11,Sale,399,1,4,15.35,0,0,399
249,91208983479,Sale,629,1,4,24.19,0,0,629
249,91208501574,Sale,2940,1,12.5,326.67,210,6.67,3150
250,9.7E+11,Sale,479,1,4,18.42,0,0,479
251,8.9E+12,Sale,1000,1,4,38.46,0,0,1000
251,91204476395,Sale,909,1,4,34.96,0,0,909
252,8.9E+12,Sale,3080,1,12.5,342.22,220,6.67,3300
253,91208992013,Sale,87.5,1,4,3.37,12.5,12.5,100
253,91208501550,Sale,87.5,1,4,3.37,12.5,12.5,100
254,9.7E+11,Sale,87.5,1,4,3.37,12.5,12.5,100
254,91208501550,Sale,87.5,1,4,3.37,12.5,12.5,100
255,91203512353,Sale,80.5,2,4,3.1,23,12.5,92
255,91209034125,Sale,80.5,1,4,3.1,11.5,12.5,92
255,91208500126,Sale,1399,1,4,53.81,0,0,1399
256,8.9E+12,Sale,999,1,4,38.42,0,0,999
256,91209034125,Sale,1699,1,4,65.35,0,0,1699
257,8.85E+11,Sale,899,1,4,34.58,0,0,899
257,91208501543,Sale,489,1,4,18.81,0,0,489
258,9.9E+11,Sale,559,1,4,21.5,0,0,559
259,5E+11,Sale,87.5,1,4,3.37,12.5,12.5,100
259,91208500119,Sale,80.5,2,4,3.1,23,12.5,92
259,91208500126,Sale,489,1,4,18.81,0,0,489
259,91208501550,Sale,699,1,4,26.88,0,0,699
260,91209120392,Sale,594,1,4,22.85,0,0,594
260,91209034125,Sale,80.5,2,4,3.1,23,12.5,92
261,91208500126,Sale,1490,1,12.5,165.56,0,0,1490
262,8.9E+12,Sale,594,1,4,22.85,0,0,594
263,91208982540,Sale,699,1,4,26.88,0,0,699
263,8.85E+11,Sale,489,1,4,18.81,0,0,489
263,8.9E+12,Sale,80.5,2,4,3.1,23,12.5,92
264,91208982533,Sale,1050,1,4,40.38,150,12.5,1200
265,91209070260,Sale,1190,1,4,45.77,170,12.5,1360
266,91208983479,Sale,1490,1,12.5,165.56,0,0,1490
267,91208989389,Sale,2583,1,12.5,287,0,0,2583
267,91208983356,Sale,87.5,1,4,3.37,12.5,12.5,100
268,9.7E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
269,9.7E+11,Sale,489,1,4,18.81,0,0,489
270,91209284032,Sale,559,1,4,21.5,0,0,559
270,91204335821,Sale,1199,1,4,46.12,0,0,1199
270,91204335623,Sale,1399,1,4,53.81,0,0,1399
270,91208983479,Sale,1925,1,4,74.04,275,12.5,2200
270,91208980355,Sale,70,1,4,2.69,10,12.5,80
270,91208992013,Sale,80.5,1,4,3.1,11.5,12.5,92
270,91209034125,Sale,80.5,1,4,3.1,11.5,12.5,92
271,91208500119,Sale,80.5,1,4,3.1,11.5,12.5,92
271,9.7E+11,Sale,1399,1,4,53.81,0,0,1399
272,9.7E+11,Sale,329,1,4,12.65,0,0,329
273,91209070284,Sale,849,1,4,32.65,0,0,849
273,8.26E+11,Sale,1820,1,12.5,202.22,130,6.67,1950
274,8.9E+12,Sale,850,1,4,32.69,0,0,850
275,91204336170,Sale,1490,1,12.5,165.56,0,0,1490
275,91208500126,Sale,979,1,4,37.65,0,0,979
275,5E+11,Sale,1490,1,12.5,165.56,0,0,1490
276,8.9E+12,Sale,87.5,1,4,3.37,12.5,12.5,100
276,9.7E+11,Sale,479,1,4,18.42,0,0,479
277,6.4E+11,Sale,115.5,1,4,4.44,16.5,12.5,132
277,8.26E+11,Sale,299,1,4,11.5,0,0,299
278,9.7E+11,Sale,-1190,-1,4,45.77,-170,12.5,1360
279,9.12E+11,Sale,559,1,4,21.5,0,0,559
280,8.9E+12,Sale,80.5,1,4,3.1,11.5,12.5,92
281,9.7E+11,Sale,1500,1,4,57.69,0,0,1500
282,8.9E+12,Sale,70,1,4,2.69,10,12.5,80
283,8.9E+12,Sale,70,1,4,2.69,10,12.5,80
283,6.66E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
284,9.7E+11,Sale,649,1,4,24.96,0,0,649
285,8.26E+11,Sale,105,1,4,4.04,15,12.5,120
285,9.7E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
286,91208983356,Sale,699,1,4,26.88,0,0,699
286,91208983752,Sale,87.5,1,4,3.37,12.5,12.5,100
286,91208500126,Sale,1399,1,4,53.81,0,0,1399
286,91204946799,Sale,499,1,4,19.19,0,0,499
286,91208500119,Sale,1290,1,12.5,143.33,0,0,1290
287,91208501581,Sale,80.5,1,4,3.1,11.5,12.5,92
287,91208500126,Sale,1490,1,12.5,165.56,0,0,1490
288,8.9E+12,Sale,80.5,1,4,3.1,11.5,12.5,92
289,8.9E+12,Sale,549.5,1,4,21.13,219.5,28.54,769
289,91208500126,Sale,1750,1,4,67.31,0,0,1750
290,8.9E+12,Sale,849,1,4,32.65,0,0,849
290,91208500119,Sale,979,1,4,37.65,0,0,979
291,91204335821,Sale,1199,1,4,46.12,0,0,1199
291,91208995090,Sale,594,1,4,22.85,0,0,594
292,8.9E+12,Sale,749,1,4,28.81,0,0,749
293,8.23E+11,Sale,499,1,12.5,55.44,0,0,499
293,91208500126,Sale,890,1,12.5,98.89,0,0,890
293,91208500119,Sale,629,1,4,24.19,0,0,629
293,91208980355,Sale,454,1,4,17.46,0,0,454
293,91208983356,Sale,849,1,4,32.65,0,0,849
294,8.9E+12,Sale,849,1,4,32.65,0,0,849
294,6.66E+11,Sale,1199,1,4,46.12,0,0,1199
295,8.85E+11,Sale,1490,1,12.5,165.56,0,0,1490
296,8.9E+12,Sale,1533,1,12.5,170.33,0,0,1533
296,9.7E+11,Sale,1199,1,4,46.12,0,0,1199
296,91208500126,Sale,649,1,4,24.96,0,0,649
297,8.9E+12,Sale,542.5,1,12.5,60.28,38.75,6.67,581.25
298,91208500126,Sale,80.5,1,4,3.1,11.5,12.5,92
299,8.9E+12,Sale,449,1,12.5,49.89,0,0,449
300,9.7E+11,Sale,-3430,-1,12.5,381.11,-245,6.67,3675
301,8.23E+11,Sale,3220,1,12.5,357.78,230,6.67,3450
302,9.7E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
303,91208500119,Sale,80.5,1,4,3.1,11.5,12.5,92
303,5E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
303,9.7E+11,Sale,2730,1,12.5,303.33,195,6.67,2925
303,8.9E+12,Sale,979,1,4,37.65,0,0,979
303,91208992013,Sale,559,1,4,21.5,0,0,559
303,91208994758,Sale,750,1,4,28.85,250,25,1000
304,9.7E+11,Sale,687,1,4,26.42,0,0,687
304,8.9E+12,Sale,80.5,1,4,3.1,11.5,12.5,92
305,9.7E+11,Sale,105,1,4,4.04,15,12.5,120
306,9.7E+11,Sale,549.5,1,4,21.13,219.5,28.54,769
306,91208500126,Sale,999.5,1,4,38.44,399.5,28.56,1399
307,8.9E+12,Sale,979,1,4,37.65,0,0,979
307,9.9E+11,Sale,1499,1,4,57.65,0,0,1499
308,8.9E+12,Sale,1199,1,4,46.12,0,0,1199
308,9.7E+11,Sale,699,1,4,26.88,0,0,699
308,5E+11,Sale,559,1,4,21.5,0,0,559
309,9.7E+11,Sale,87.5,1,4,3.37,12.5,12.5,100
310,9.9E+11,Sale,87.5,1,4,3.37,12.5,12.5,100
310,8.9E+12,Sale,1050,1,4,40.38,150,12.5,1200
311,9.7E+11,Sale,1365,2,4,52.5,390,12.5,1560
312,9.7E+11,Sale,2030,1,12.5,225.56,145,6.67,2175
313,8.9E+12,Sale,1500,1,4,57.69,0,0,1500
314,91208973517,Sale,80.5,2,4,3.1,23,12.5,92
315,91204335623,Sale,80.5,1,4,3.1,11.5,12.5,92
315,6.76E+11,Sale,1399,1,4,53.81,0,0,1399
316,9.7E+11,Sale,2380,1,12.5,264.44,170,6.67,2550
317,8.9E+12,Sale,2030,1,12.5,225.56,145,6.67,2175
317,91208500126,Sale,5390,1,12.5,598.89,385,6.67,5775
318,91208983479,Sale,80.5,1,4,3.1,11.5,12.5,92
318,91208982540,Sale,87.5,1,4,3.37,12.5,12.5,100
318,9.7E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
319,9.7E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
320,91208988771,Sale,105,1,4,4.04,15,12.5,120
320,91208992013,Sale,80.5,1,4,3.1,11.5,12.5,92
320,91204335623,Sale,420,1,4,16.15,0,0,420
320,91208982540,Sale,449,1,4,17.27,0,0,449
320,9.7E+11,Sale,1199,1,4,46.12,0,0,1199
321,6.4E+11,Sale,1590,1,12.5,176.67,0,0,1590
322,8.9E+12,Sale,749,1,4,28.81,0,0,749
323,6.6E+11,Sale,1050,1,4,40.38,150,12.5,1200
324,9.7E+11,Sale,629,1,4,24.19,0,0,629
325,6.4E+11,Sale,87.5,1,4,3.37,12.5,12.5,100
325,91208500126,Sale,80.5,1,4,3.1,11.5,12.5,92
326,8.9E+12,Sale,599,1,4,23.04,0,0,599
326,91208994710,Sale,80.5,1,4,3.1,11.5,12.5,92
327,91208980355,Sale,2380,1,12.5,264.44,170,6.67,2550
327,6.66E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
327,91208983752,Sale,80.5,1,4,3.1,11.5,12.5,92
328,91208500126,Sale,890,1,12.5,98.89,0,0,890
328,91208500119,Sale,1090,1,12.5,121.11,0,0,1090
329,91204335623,Sale,80.5,1,4,3.1,11.5,12.5,92
329,91208982540,Sale,945,1,12.5,105,67.5,6.67,1012.5
329,91208992013,Sale,80.5,1,4,3.1,11.5,12.5,92
329,91208990316,Sale,780,1,12.5,86.67,195,20,975
329,91208501550,Sale,499.5,1,4,19.21,199.5,28.54,699
329,91208501543,Sale,80.5,1,4,3.1,11.5,12.5,92
329,91208991979,Sale,80.5,1,4,3.1,11.5,12.5,92
329,91204946805,Sale,80.5,1,4,3.1,11.5,12.5,92
330,8.9E+12,Sale,1820,1,12.5,202.22,130,6.67,1950
330,91208989938,Sale,80.5,1,4,3.1,11.5,12.5,92
330,91208501550,Sale,80.5,1,4,3.1,11.5,12.5,92
330,91208500119,Sale,1490,1,12.5,165.56,0,0,1490
330,91208983318,Sale,763,1,12.5,84.78,0,0,763
330,91208980355,Sale,87.5,1,4,3.37,12.5,12.5,100
331,91208500126,Sale,1750,1,12.5,194.44,125,6.67,1875
331,91208500119,Sale,1749,1,4,67.27,0,0,1749
331,9.7E+11,Sale,699,1,4,26.88,0,0,699
331,8.9E+12,Sale,87.5,1,4,3.37,12.5,12.5,100
331,91208980355,Sale,2030,1,12.5,225.56,145,6.67,2175
331,91208981895,Sale,105,1,4,4.04,15,12.5,120
331,91208991979,Sale,87.5,1,4,3.37,12.5,12.5,100
331,91208992013,Sale,105,1,4,4.04,15,12.5,120
331,91204335623,Sale,979,1,4,37.65,0,0,979
331,91205851313,Sale,1199,1,4,46.12,0,0,1199
331,8.85E+11,Sale,700,1,4,26.92,0,0,700
331,91208973517,Sale,1312.5,1,12.5,145.83,93.75,6.67,1406.25
331,91208501550,Sale,70,1,4,2.69,10,12.5,80
331,6.4E+11,Sale,70,1,4,2.69,10,12.5,80
332,8.23E+11,Sale,105,1,4,4.04,15,12.5,120
332,91208983318,Sale,87.5,1,4,3.37,12.5,12.5,100
332,91208500126,Sale,87.5,1,4,3.37,12.5,12.5,100
332,91208994710,Sale,80.5,1,4,3.1,11.5,12.5,92
333,9.7E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
334,8.9E+12,Sale,849,1,4,32.65,0,0,849
334,91208982533,Sale,1000,1,4,38.46,0,0,1000
335,8.9E+12,Sale,2030,1,12.5,225.56,145,6.67,2175
336,91201807130,Sale,80.5,1,4,3.1,11.5,12.5,92
337,9.9E+11,Sale,299,1,4,11.5,0,0,299
337,9.7E+11,Sale,70,1,4,2.69,10,12.5,80
338,9.7E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
338,8.9E+12,Sale,649.5,1,4,24.98,259.5,28.55,909
338,9.9E+11,Sale,299,1,4,11.5,0,0,299
339,91208500126,Sale,700,1,4,26.92,0,0,700
339,9.7E+11,Sale,2030,1,12.5,225.56,145,6.67,2175
340,91209117927,Sale,80.5,1,4,3.1,11.5,12.5,92
340,8.9E+12,Sale,1199,1,4,46.12,0,0,1199
341,91208982533,Sale,350,1,4,13.46,50,12.5,400
341,91208982502,Sale,1253,1,12.5,139.22,0,0,1253
341,9.7E+11,Sale,999,1,4,38.42,0,0,999
341,91208500126,Sale,299,1,4,11.5,0,0,299
342,91208500126,Sale,1393,1,12.5,154.78,0,0,1393
342,91208981888,Sale,80.5,1,4,3.1,11.5,12.5,92
343,91208500126,Sale,-979,-1,4,37.65,0,0,979
343,91204335623,Sale,-849,-1,4,32.65,0,0,849
343,9.7E+11,Sale,-1199,-1,4,46.12,0,0,1199
344,6.4E+11,Sale,849,1,4,32.65,0,0,849
344,91202581916,Sale,1199,1,4,46.12,0,0,1199
345,8.85E+11,Sale,979,1,4,37.65,0,0,979
345,91208500126,Sale,4130,1,12.5,458.89,295,6.67,4425
345,91208982540,Sale,1000,1,4,38.46,0,0,1000
345,8.9E+12,Sale,120,1,4,4.62,0,0,120
346,8.85E+11,Sale,120,1,4,4.62,0,0,120
346,9.7E+11,Sale,92,1,4,3.54,0,0,92
347,8.9E+12,Sale,1125,1,12.5,125,0,0,1125
347,9.7E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
348,9.7E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
348,8.9E+12,Sale,80.5,1,4,3.1,11.5,12.5,92
348,8.85E+11,Sale,499,1,4,19.19,0,0,499
348,9.9E+11,Sale,1490,1,12.5,165.56,0,0,1490
349,8.9E+12,Sale,80.5,1,4,3.1,11.5,12.5,92
350,8.9E+12,Sale,299,1,4,11.5,0,0,299
351,9.7E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
352,5E+11,Sale,70,1,4,2.69,10,12.5,80
352,9.7E+11,Sale,87.5,1,4,3.37,12.5,12.5,100
353,8.9E+12,Sale,1699,1,4,65.35,0,0,1699
353,91208500126,Sale,1172.5,1,12.5,130.28,83.75,6.67,1256.25
354,91209076835,Sale,80.5,1,4,3.1,11.5,12.5,92
354,91208994765,Sale,80.5,1,4,3.1,11.5,12.5,92
354,91208981888,Sale,87.5,1,4,3.37,12.5,12.5,100
355,8.85E+11,Sale,105,1,4,4.04,15,12.5,120
355,91208500126,Sale,2093,1,12.5,232.56,0,0,2093
355,91208982533,Sale,80.5,1,4,3.1,11.5,12.5,92
355,91208983356,Sale,1889,1,4,72.65,0,0,1889
355,8.9E+12,Sale,3850,1,12.5,427.78,275,6.67,4125
356,8.9E+12,Sale,-1699,-1,4,65.35,0,0,1699
357,8.26E+11,Sale,1199,1,4,46.12,0,0,1199
357,91208994758,Sale,420,1,4,16.15,0,0,420
357,6.4E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
357,91208993416,Sale,-1045,-1,12.5,116.11,0,0,1045
358,9.7E+11,Sale,1045,1,12.5,116.11,0,0,1045
358,8.9E+12,Sale,80.5,1,4,3.1,11.5,12.5,92
359,8.9E+12,Sale,699,1,4,26.88,0,0,699
360,9.7E+11,Sale,1199,1,4,46.12,0,0,1199
361,6.77E+11,Sale,1172.5,1,12.5,130.28,83.75,6.67,1256.25
362,9.7E+11,Sale,700,1,4,26.92,0,0,700
363,91208500126,Sale,80.5,1,4,3.1,11.5,12.5,92
363,91208989969,Sale,-549.5,-1,4,21.13,-219.5,28.54,769
364,8.9E+12,Sale,1199,2,4,46.12,0,0,1199
365,9.7E+11,Sale,-1199,-1,4,46.12,0,0,1199
366,8.9E+12,Sale,-699,-1,4,26.88,0,0,699
367,6.4E+11,Sale,-559,-1,4,21.5,0,0,559
367,8.21E+11,Sale,559,1,4,21.5,0,0,559
367,6.66E+11,Sale,87.5,1,4,3.37,12.5,12.5,100
368,8.9E+12,Sale,-87.5,-1,4,3.37,-12.5,12.5,100
368,91208500126,Sale,649,2,4,24.96,0,0,649
368,91208983318,Sale,599,2,4,23.04,0,0,599
368,91208982762,Sale,899,1,4,34.58,0,0,899
368,91208988795,Sale,979,1,4,37.65,0,0,979
368,91208988948,Sale,979,1,4,37.65,0,0,979
368,91208088587,Sale,420,1,4,16.15,0,0,420
368,6.66E+11,Sale,1399,1,4,53.81,0,0,1399
368,6.4E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
368,91206139243,Sale,699,1,4,26.88,0,0,699
369,8.9E+12,Sale,450,1,4,17.31,150,25,600
370,8.9E+12,Sale,384,1,4,14.77,0,0,384
370,9.7E+11,Sale,1199,1,4,46.12,0,0,1199
371,8.9E+12,Sale,350,1,4,13.46,0,0,350
372,5E+11,Sale,399.5,1,4,15.37,159.5,28.53,559
372,9.7E+11,Sale,420,1,4,16.15,0,0,420
373,8.9E+12,Sale,1199,1,4,46.12,0,0,1199
374,9.12E+11,Sale,525,1,4,20.19,175,25,700
375,91209070260,Sale,384,1,4,14.77,0,0,384
375,8.9E+12,Sale,649,1,4,24.96,0,0,649
376,6.4E+11,Sale,849,1,4,32.65,0,0,849
377,9.7E+11,Sale,999,1,4,38.42,0,0,999
378,9.7E+11,Sale,-299,-1,4,11.5,0,0,299
379,8.9E+12,Sale,299,1,4,11.5,0,0,299
380,9.7E+11,Sale,542.5,1,12.5,60.28,38.75,6.67,581.25
380,8.9E+12,Sale,70,1,4,2.69,10,12.5,80
380,91201620012,Sale,1820,1,12.5,202.22,130,6.67,1950
381,91208982496,Sale,700,1,4,26.92,0,0,700
381,91208981888,Sale,2190,1,12.5,243.33,0,0,2190
381,9.7E+11,Sale,1749,1,4,67.27,0,0,1749
381,8.9E+12,Sale,479,1,4,18.42,0,0,479
381,91208500126,Sale,80.5,1,4,3.1,11.5,12.5,92
382,8.9E+12,Sale,105,1,4,4.04,15,12.5,120
382,9.7E+11,Sale,87.5,2,4,3.37,25,12.5,100
382,91204336170,Sale,420,1,4,16.15,0,0,420
383,8.9E+12,Sale,1199,1,4,46.12,0,0,1199
384,9.9E+11,Sale,1199,1,4,46.12,0,0,1199
384,9.7E+11,Sale,87.5,1,4,3.37,12.5,12.5,100
384,8.9E+12,Sale,87.5,1,4,3.37,12.5,12.5,100
385,8.9E+12,Sale,70,1,4,2.69,10,12.5,80
386,8.9E+12,Sale,87.5,1,4,3.37,12.5,12.5,100
387,91209070222,Sale,1000,1,4,38.46,0,0,1000
388,91206010528,Sale,850,1,4,32.69,0,0,850
388,8.9E+12,Sale,1312.5,1,12.5,145.83,93.75,6.67,1406.25
389,6.4E+11,Sale,1743,1,12.5,193.67,0,0,1743
389,9.7E+11,Sale,-1590,-1,12.5,176.67,0,0,1590
390,8.9E+12,Sale,840,1,12.5,93.33,120,12.5,960
391,8.9E+12,Sale,949,1,4,36.5,0,0,949
392,91208983479,Sale,2030,1,12.5,225.56,145,6.67,2175
392,8.9E+12,Sale,80.5,1,4,3.1,11.5,12.5,92
392,91208983356,Sale,1743,1,12.5,193.67,0,0,1743
392,6.66E+11,Sale,87.5,1,4,3.37,12.5,12.5,100
392,91208982502,Sale,87.5,1,4,3.37,12.5,12.5,100
393,9.7E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
394,8.9E+12,Sale,105,1,4,4.04,15,12.5,120
395,6.4E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
396,9.7E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
397,8.9E+12,Sale,70,1,4,2.69,10,12.5,80
398,9.7E+11,Sale,87.5,1,4,3.37,12.5,12.5,100
399,8.9E+12,Sale,87.5,1,4,3.37,12.5,12.5,100
400,9.7E+11,Sale,105,1,4,4.04,15,12.5,120
401,8.9E+12,Sale,80.5,1,4,3.1,11.5,12.5,92
402,9.7E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
403,8.9E+12,Sale,105,1,4,4.04,15,12.5,120
404,9.7E+11,Sale,1050,1,12.5,116.67,75,6.67,1125
405,8.85E+11,Sale,1490,1,12.5,165.56,0,0,1490
406,91208880938,Sale,105,1,4,4.04,15,12.5,120
407,8.9E+12,Sale,80.5,1,4,3.1,11.5,12.5,92
407,6.4E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
407,91208501574,Sale,87.5,1,4,3.37,12.5,12.5,100
408,9.7E+11,Sale,87.5,2,4,3.37,25,12.5,100
408,8.9E+12,Sale,80.5,2,4,3.1,23,12.5,92
409,9.7E+11,Sale,80.5,1,4,3.1,11.5,12.5,92
410,9.7E+11,Sale,80.5,14,4,3.1,161,12.5,92
411,8.85E+11,Sale,1199,1,4,46.12,0,0,1199
412,8.85E+11,Sale,1000,1,4,38.46,0,0,1000
412,91208982502,Sale,849,1,4,32.65,0,0,849
413,9.9E+11,Sale,1099,1,4,42.27,0,0,1099
413,9.7E+11,Sale,700,2,4,26.92,0,0,700
414,9.7E+11,Sale,850,1,4,32.69,0,0,850
414,8.9E+12,Sale,559,2,4,21.5,0,0,559
415,8.9E+12,Sale,559,1,4,21.5,0,0,559
416,8.9E+12,Sale,629,1,4,24.19,0,0,629
417,8.85E+11,Sale,87.5,7,4,3.37,87.5,12.5,100
418,8.05E+11,Sale,87.5,3,4,3.37,37.5,12.5,100
419,9.12E+11,Sale,87.5,2,4,3.37,25,12.5,100
420,91205079939,Sale,105,1,4,4.04,15,12.5,120
420,8.85E+11,Sale,87.5,1,4,3.37,12.5,12.5,100
421,8.9E+12,Sale,70,1,4,2.69,10,12.5,80
421,9.7E+11,Sale,1365,1,4,52.5,195,12.5,1560
422,9.7E+11,Sale,3430,1,12.5,381.11,245,6.67,3675
423,8.85E+11,Sale,542.5,1,12.5,60.28,38.75,6.67,581.25
423,8.9E+12,Sale,299,1,4,11.5,0,0,299
424,8.9E+12,Sale,2474,1,4,95.15,0,0,2474
424,9.7E+11,Sale,1750,1,4,67.31,0,0,1750
425,8.9E+12,Sale,3290,1,12.5,365.56,0,0,3290
426,9.7E+11,Sale,2190,1,12.5,243.33,0,0,2190
427,6.85E+11,Sale,80.5,5,4,3.1,57.5,12.5,92
427,8.21E+11,Sale,1312.5,1,12.5,145.83,93.75,6.67,1406.25
427,8.85E+11,Sale,999,1,4,38.42,0,0,999
428,8.9E+12,Sale,1172.5,1,12.5,130.28,83.75,6.67,1256.25
429,9.7E+11,Sale,87.5,1,4,3.37,12.5,12.5,100
429,8.9E+12,Sale,80.5,1,4,3.1,11.5,12.5,92
429,91205924383,Sale,87.5,1,4,3.37,12.5,12.5,100
429,91204946799,Sale,700,1,4,26.92,0,0,700
429,91204820945,Sale,1045,1,12.5,116.11,0,0,1045
430,9.7E+11,Sale,87.5,1,4,3.37,12.5,12.5,100
431,91208501574,Sale,3490,1,12.5,387.78,0,0,3490
